ASV,seed23_run2,seed105_run3,seed12_run4
ASV2001,10,3,6
ASV2004,10,3,6
ASV2005,10,3,6
ASV2009,10,3,6
ASV2010,10,3,6
ASV20100,10,3,6
ASV2011,10,3,6
ASV2012,12,5,4
ASV2013,10,3,6
ASV2016,10,3,6
ASV2018,10,3,6
ASV2019,15,3,6
ASV2020,10,3,6
ASV2021,10,3,6
ASV2023,10,3,6
ASV2024,10,3,6
ASV20246,10,3,6
ASV20251,10,3,6
ASV2026,12,5,4
ASV20268,10,3,6
ASV2028,10,3,6
ASV2029,10,3,6
ASV20292,10,3,6
ASV2030,12,5,4
ASV2031,10,3,6
ASV2032,10,3,6
ASV2033,15,3,6
ASV2034,10,3,6
ASV20362,10,3,6
ASV2038,10,3,6
ASV20386,10,3,6
ASV2041,10,3,6
ASV2042,7,3,6
ASV2043,2,3,6
ASV20450,10,3,6
ASV2046,10,3,6
ASV2047,10,3,6
ASV2048,12,5,4
ASV2049,10,3,6
ASV2050,10,3,6
ASV2051,10,3,6
ASV2053,10,3,6
ASV2055,10,3,6
ASV20551,10,3,6
ASV2056,10,3,6
ASV2057,10,3,6
ASV2058,10,3,6
ASV20586,10,3,6
ASV2059,10,3,6
ASV2060,10,3,6
ASV20601,10,3,6
ASV20603,10,3,6
ASV2061,10,3,6
ASV2062,10,3,6
ASV2064,10,3,6
ASV2065,10,3,6
ASV2066,10,3,6
ASV2067,10,3,6
ASV20691,10,3,6
ASV2070,10,3,6
ASV2072,10,3,6
ASV2073,12,3,4
ASV2075,10,3,6
ASV2076,12,5,4
ASV20760,10,3,6
ASV2077,10,3,6
ASV2078,10,3,6
ASV2079,12,5,4
ASV2080,10,3,6
ASV20802,10,3,6
ASV2081,10,3,6
ASV2082,10,3,6
ASV2083,10,3,6
ASV2085,10,3,6
ASV2086,12,5,4
ASV2087,2,5,4
ASV20872,10,3,6
ASV2088,10,3,6
ASV2089,10,3,6
ASV2091,10,3,6
ASV2094,10,3,6
ASV20943,10,3,6
ASV2096,10,3,6
ASV2097,10,3,6
ASV2099,12,5,4
ASV2100,10,3,6
ASV2101,10,3,6
ASV2102,12,3,6
ASV2103,10,3,6
ASV2105,4,8,3
ASV2106,15,3,6
ASV2108,10,3,6
ASV2112,10,3,6
ASV2113,10,3,6
ASV2114,10,3,6
ASV2117,10,3,6
ASV2119,10,3,6
ASV21207,10,3,6
ASV2121,10,3,6
ASV2122,12,5,4
ASV2124,10,3,6
ASV2125,10,3,6
ASV21259,10,3,6
ASV2126,2,3,6
ASV2127,10,3,6
ASV2128,14,3,6
ASV2130,10,3,6
ASV2131,10,3,6
ASV2132,10,3,6
ASV2135,10,3,6
ASV2136,10,3,6
ASV2137,10,3,6
ASV2138,10,3,6
ASV2139,10,3,6
ASV2140,12,5,4
ASV2141,10,3,6
ASV2142,10,3,6
ASV2144,10,3,6
ASV2145,10,3,6
ASV2146,15,3,6
ASV2147,12,5,4
ASV2148,10,3,6
ASV21486,10,3,6
ASV2149,2,3,6
ASV2150,10,3,6
ASV2151,10,3,6
ASV2152,12,5,4
ASV2153,10,3,6
ASV2154,10,3,6
ASV2156,10,3,6
ASV21568,10,3,6
ASV2157,10,3,6
ASV2158,10,3,6
ASV2160,10,3,6
ASV2161,10,3,6
ASV2162,10,3,6
ASV21626,10,3,6
ASV2165,10,3,6
ASV2167,10,3,6
ASV2169,10,3,6
ASV2170,10,3,6
ASV21701,10,3,6
ASV2171,10,3,6
ASV2172,10,3,6
ASV2173,10,3,6
ASV2174,10,3,6
ASV2175,10,3,6
ASV2176,10,3,6
ASV2177,10,3,6
ASV2178,10,3,6
ASV2179,10,3,6
ASV2180,10,3,6
ASV2181,10,3,6
ASV2182,10,3,6
ASV2183,10,3,6
ASV21866,10,3,6
ASV2187,10,3,6
ASV2188,10,3,6
ASV2189,15,3,6
ASV2190,10,3,6
ASV2193,10,3,6
ASV2194,10,3,6
ASV2196,10,3,6
ASV2197,10,3,6
ASV2198,15,3,6
ASV2201,10,3,6
ASV2202,10,3,6
ASV2203,10,3,6
ASV2204,10,3,6
ASV2205,10,3,6
ASV2206,10,3,6
ASV2208,10,3,6
ASV2210,10,3,6
ASV2211,10,3,6
ASV2212,10,3,6
ASV2213,10,3,6
ASV2214,10,3,6
ASV2216,10,3,6
ASV2217,10,3,6
ASV2218,10,3,6
ASV2220,14,3,6
ASV2222,10,3,6
ASV2223,10,3,6
ASV2225,10,3,6
ASV2226,10,3,6
ASV2228,10,3,6
ASV2229,10,3,6
ASV2231,10,3,6
ASV2232,10,3,6
ASV22332,10,3,6
ASV2234,10,3,6
ASV2235,10,3,6
ASV2237,10,3,6
ASV22376,10,3,6
ASV2238,12,5,4
ASV2240,10,3,6
ASV2245,10,3,6
ASV22457,10,3,6
ASV2248,10,3,6
ASV2249,10,3,6
ASV2250,10,3,6
ASV2251,10,3,6
ASV2252,10,3,6
ASV2253,10,3,6
ASV22537,10,3,6
ASV2254,10,3,6
ASV22545,10,3,6
ASV22549,10,3,6
ASV2255,10,3,6
ASV2256,10,3,6
ASV2257,10,3,6
ASV2259,10,3,6
ASV2261,10,3,6
ASV2262,7,3,6
ASV2264,10,3,6
ASV2265,10,3,6
ASV2266,10,3,6
ASV2267,10,3,6
ASV2268,10,3,6
ASV2269,12,5,4
ASV22698,10,3,6
ASV2271,10,3,6
ASV2272,10,3,6
ASV2273,12,5,4
ASV2275,10,3,6
ASV2276,12,5,4
ASV2277,10,3,6
ASV2278,10,3,6
ASV2279,10,3,6
ASV2280,10,3,6
ASV2281,12,5,4
ASV2282,12,5,4
ASV2283,10,3,6
ASV2284,10,3,6
ASV2285,10,3,6
ASV22853,10,3,6
ASV2286,10,3,6
ASV2287,10,3,6
ASV2288,10,3,6
ASV2289,10,3,6
ASV2290,10,3,6
ASV2291,10,3,6
ASV2292,10,3,6
ASV2293,10,3,6
ASV2294,10,3,6
ASV2296,10,3,6
ASV2297,10,3,6
ASV2298,10,3,6
ASV2300,10,3,6
ASV2301,10,3,6
ASV2304,10,3,6
ASV2307,10,3,6
ASV2311,10,3,6
ASV23122,10,3,6
ASV2314,10,3,6
ASV2315,10,3,6
ASV2316,10,3,6
ASV23165,10,3,6
ASV2317,10,3,6
ASV2318,10,3,6
ASV2319,10,3,6
ASV2320,10,3,6
ASV2321,10,3,6
ASV2323,12,5,4
ASV2327,15,3,6
ASV23271,10,3,6
ASV2328,10,3,6
ASV2329,10,3,6
ASV2330,10,5,4
ASV2332,10,3,6
ASV2333,10,3,6
ASV2334,10,3,6
ASV2335,10,3,6
ASV2337,10,3,6
ASV2340,15,3,6
ASV2341,10,3,6
ASV2342,10,3,6
ASV2343,12,5,4
ASV2346,10,3,6
ASV2347,10,3,6
ASV2348,10,3,6
ASV2349,10,3,6
ASV23495,10,3,6
ASV2352,10,3,6
ASV2353,10,3,6
ASV2354,10,3,6
ASV2357,10,3,6
ASV2359,10,3,6
ASV2361,10,3,6
ASV2362,10,3,6
ASV2364,10,3,6
ASV2366,10,3,6
ASV2367,10,3,6
ASV2368,10,3,6
ASV2371,10,3,6
ASV2372,10,3,6
ASV2376,10,3,6
ASV2377,10,3,6
ASV2378,10,3,6
ASV2379,10,3,6
ASV2380,10,3,6
ASV2381,10,3,6
ASV2383,10,3,6
ASV2384,10,3,6
ASV2385,10,3,6
ASV2386,10,3,6
ASV2387,10,3,6
ASV2389,2,5,4
ASV2390,12,5,4
ASV2392,10,3,6
ASV2394,12,5,4
ASV2396,10,3,6
ASV2397,10,3,6
ASV2400,10,3,6
ASV2402,10,3,6
ASV2403,10,3,6
ASV2404,15,3,6
ASV2406,10,3,6
ASV2409,10,3,6
ASV2410,10,3,6
ASV2411,10,3,6
ASV2412,10,3,6
ASV2413,10,3,6
ASV2414,10,3,6
ASV2416,10,3,6
ASV2417,10,3,6
ASV2418,10,3,6
ASV2419,10,3,6
ASV24192,10,3,6
ASV2420,10,3,6
ASV2421,10,3,6
ASV2423,10,3,6
ASV2426,10,3,6
ASV2427,10,3,6
ASV2432,10,3,6
ASV2433,12,5,4
ASV2434,15,3,6
ASV2435,10,3,6
ASV2438,10,3,6
ASV2439,10,3,6
ASV2440,10,3,6
ASV2447,10,3,6
ASV2448,10,3,6
ASV2449,10,3,6
ASV2450,10,3,6
ASV2451,10,3,6
ASV24519,10,3,6
ASV2452,10,3,6
ASV2456,10,3,6
ASV2457,10,3,6
ASV24575,10,3,6
ASV2458,10,3,6
ASV2459,10,3,6
ASV2460,10,3,6
ASV2461,10,3,6
ASV2462,15,3,6
ASV2463,10,3,6
ASV2464,10,3,6
ASV2465,10,3,6
ASV2466,15,3,6
ASV2467,15,3,6
ASV2469,10,3,6
ASV2471,10,3,6
ASV2474,10,3,6
ASV2475,10,3,6
ASV2476,10,3,6
ASV2477,10,3,6
ASV2478,10,3,6
ASV2479,10,3,6
ASV2481,10,3,6
ASV2483,10,3,6
ASV2484,10,3,6
ASV2485,10,3,6
ASV2486,10,3,6
ASV2487,10,3,6
ASV2488,10,3,6
ASV2489,10,3,6
ASV2490,10,3,6
ASV2491,12,5,4
ASV2492,10,3,6
ASV2493,10,3,6
ASV2495,10,3,6
ASV2496,10,3,6
ASV2497,10,3,6
ASV2498,10,3,6
ASV2499,10,3,6
ASV2500,12,5,4
ASV2501,10,3,6
ASV2502,10,3,6
ASV2503,10,3,6
ASV2504,12,5,4
ASV2505,10,3,6
ASV2506,10,3,6
ASV2509,10,3,6
ASV2510,10,3,6
ASV2511,10,3,6
ASV2513,10,3,6
ASV2514,10,3,6
ASV2515,10,3,6
ASV2516,10,3,6
ASV2517,10,3,6
ASV2518,10,3,6
ASV2520,10,3,6
ASV2522,10,3,6
ASV2523,10,3,6
ASV2525,10,3,6
ASV2526,10,3,6
ASV2528,10,3,6
ASV2529,2,3,6
ASV2530,10,3,6
ASV2532,10,3,6
ASV2533,10,3,6
ASV2534,10,3,6
ASV2535,10,3,6
ASV2536,10,3,6
ASV2537,10,3,6
ASV2538,10,3,6
ASV2539,10,3,6
ASV2540,10,3,6
ASV2541,2,5,6
ASV2542,10,3,6
ASV2543,10,3,6
ASV2544,10,3,6
ASV2546,10,3,6
ASV2548,10,3,6
ASV2549,10,3,6
ASV2550,10,3,6
ASV2551,10,3,6
ASV2552,10,3,6
ASV2553,10,3,6
ASV2556,10,3,6
ASV2557,10,3,6
ASV2559,10,3,6
ASV2560,10,3,6
ASV2561,10,3,6
ASV2562,10,3,6
ASV25628,10,3,6
ASV2563,10,3,6
ASV2564,10,3,6
ASV2565,10,3,6
ASV2568,10,3,6
ASV2569,10,3,6
ASV2573,10,3,6
ASV2574,10,3,6
ASV2576,10,3,6
ASV2579,10,3,6
ASV2580,10,3,6
ASV2581,10,3,6
ASV2583,10,3,6
ASV2584,10,3,6
ASV2585,10,3,6
ASV2586,10,3,6
ASV2588,10,3,6
ASV2589,10,3,6
ASV2591,10,3,6
ASV2593,10,3,6
ASV2594,10,3,6
ASV2595,10,3,6
ASV2596,12,5,4
ASV2597,10,3,6
ASV2599,10,3,6
ASV25990,10,3,6
ASV2600,10,3,6
ASV2602,10,3,6
ASV2603,10,3,6
ASV2604,10,3,6
ASV2605,10,3,6
ASV2606,10,3,6
ASV26068,10,3,6
ASV2607,10,3,6
ASV2608,10,3,6
ASV2609,10,3,6
ASV2610,10,3,6
ASV2613,10,3,6
ASV2617,10,3,6
ASV2619,10,3,6
ASV2621,7,3,6
ASV2622,10,3,6
ASV2623,10,3,6
ASV2624,10,3,6
ASV2628,7,3,6
ASV2629,10,3,6
ASV2630,10,3,6
ASV2631,10,3,6
ASV2633,10,3,6
ASV2634,10,3,6
ASV2636,10,3,6
ASV2638,10,3,6
ASV2639,10,3,6
ASV2640,10,3,6
ASV2641,10,3,6
ASV2643,10,3,6
ASV2645,10,3,6
ASV2646,10,3,6
ASV2647,10,3,6
ASV2648,10,3,6
ASV2649,10,3,6
ASV2650,10,3,6
ASV2652,10,3,6
ASV2653,10,3,6
ASV2654,10,3,6
ASV2656,10,3,6
ASV2657,10,3,6
ASV2658,10,3,6
ASV2659,10,3,6
ASV2660,10,3,6
ASV2661,10,3,6
ASV2662,10,3,6
ASV2663,10,3,6
ASV2664,10,3,6
ASV2666,10,3,6
ASV2669,10,3,6
ASV2670,10,3,6
ASV2671,10,3,6
ASV2672,10,3,6
ASV2673,10,3,6
ASV2674,10,3,6
ASV2676,10,3,6
ASV2677,10,3,6
ASV2678,2,5,4
ASV2680,10,3,6
ASV2681,10,3,6
ASV2682,10,3,6
ASV2684,10,3,6
ASV2685,10,3,6
ASV2686,10,3,6
ASV2687,10,3,6
ASV2688,10,3,6
ASV2689,12,5,4
ASV2690,12,5,4
ASV2691,10,3,6
ASV2692,10,3,6
ASV2693,10,3,6
ASV2694,10,3,6
ASV2695,10,3,6
ASV2696,10,3,6
ASV2698,10,3,6
ASV2699,10,3,6
ASV2701,12,5,4
ASV2702,12,5,4
ASV2703,12,5,4
ASV2704,10,3,6
ASV2705,10,3,6
ASV2706,10,3,6
ASV2707,10,3,6
ASV2709,10,3,6
ASV2711,10,3,6
ASV2712,10,3,6
ASV2714,10,3,6
ASV2715,10,3,6
ASV2718,10,3,6
ASV2719,10,3,6
ASV2722,10,3,6
ASV2725,10,3,6
ASV2726,12,5,4
ASV2727,10,3,6
ASV2728,12,5,4
ASV2729,10,3,6
ASV2730,10,3,6
ASV2733,10,3,6
ASV2734,10,3,6
ASV2735,10,3,6
ASV2737,10,3,6
ASV2738,10,3,6
ASV2739,10,3,6
ASV2741,10,3,6
ASV2744,10,3,6
ASV2746,10,3,6
ASV2747,10,3,6
ASV2749,10,3,6
ASV2751,10,3,6
ASV2752,10,3,6
ASV2753,10,3,6
ASV2754,10,3,6
ASV2755,10,3,6
ASV2756,10,3,6
ASV2757,12,5,4
ASV2758,10,3,6
ASV2760,10,3,6
ASV2761,12,5,4
ASV2762,10,3,6
ASV2764,10,3,6
ASV2765,10,3,6
ASV2766,10,3,6
ASV2769,10,3,6
ASV2770,10,3,6
ASV2772,10,3,6
ASV2774,10,3,6
ASV2775,10,3,6
ASV2776,10,3,6
ASV2777,10,3,6
ASV2778,10,3,6
ASV2779,10,3,6
ASV2780,10,3,6
ASV2782,10,3,6
ASV2783,10,3,6
ASV2784,10,3,6
ASV2785,10,3,6
ASV2786,10,3,6
ASV2787,10,3,6
ASV2788,10,3,6
ASV2789,10,3,6
ASV2791,10,3,6
ASV2792,10,3,6
ASV2793,10,3,6
ASV2794,10,3,6
ASV2795,10,3,6
ASV2796,10,3,6
ASV2797,10,3,6
ASV2800,10,3,6
ASV2801,10,3,6
ASV2802,10,3,6
ASV2803,10,3,6
ASV2804,12,5,4
ASV2805,10,3,6
ASV2806,10,3,6
ASV2807,10,3,6
ASV2809,10,3,6
ASV2810,10,3,6
ASV2813,10,3,6
ASV2814,10,3,6
ASV2818,10,3,6
ASV2819,10,3,6
ASV2820,10,3,6
ASV2822,10,3,6
ASV2823,10,3,6
ASV2825,10,3,6
ASV2827,10,3,6
ASV2828,10,3,6
ASV2829,10,3,6
ASV2830,12,5,4
ASV2834,10,3,6
ASV2836,10,3,6
ASV2837,2,3,6
ASV2840,10,3,6
ASV2841,10,3,6
ASV2843,10,3,6
ASV2844,10,3,6
ASV2845,10,3,6
ASV2846,10,3,6
ASV2847,10,3,6
ASV2848,10,3,6
ASV2849,10,3,6
ASV2851,10,3,6
ASV2852,10,3,6
ASV2853,10,3,6
ASV2854,10,3,6
ASV2856,10,3,6
ASV2857,10,3,6
ASV2858,10,3,6
ASV2862,10,5,4
ASV2863,10,3,6
ASV2864,10,3,6
ASV2866,10,3,6
ASV2868,10,3,6
ASV2869,10,3,6
ASV2870,10,3,6
ASV2872,10,3,6
ASV2873,10,3,6
ASV2874,10,3,6
ASV2876,10,3,6
ASV2877,10,3,6
ASV2878,10,3,6
ASV2879,10,3,6
ASV2881,10,3,6
ASV2882,10,3,6
ASV2883,10,3,6
ASV2884,10,3,6
ASV2885,10,3,6
ASV2889,10,3,6
ASV2890,10,3,6
ASV2891,10,3,6
ASV2892,10,3,6
ASV2893,12,5,4
ASV2895,10,3,6
ASV2896,10,3,6
ASV2898,10,3,6
ASV2900,10,3,6
ASV2902,10,3,6
ASV2903,10,3,6
ASV2906,10,3,6
ASV2907,10,3,6
ASV2908,10,3,6
ASV2909,10,3,6
ASV2910,10,3,6
ASV2913,12,5,4
ASV2914,10,3,6
ASV2915,10,3,6
ASV2918,10,3,6
ASV2919,10,3,6
ASV2920,10,3,6
ASV2922,10,3,6
ASV2924,15,3,6
ASV2925,10,3,6
ASV2927,10,3,6
ASV2929,10,3,6
ASV2931,12,5,4
ASV2932,10,3,6
ASV2933,10,3,6
ASV2934,10,3,6
ASV2935,10,3,6
ASV2936,10,3,6
ASV2942,10,3,6
ASV2943,10,3,6
ASV2945,10,3,6
ASV2946,10,3,6
ASV2948,10,3,6
ASV2949,10,3,6
ASV2951,10,3,6
ASV2954,10,3,6
ASV2955,12,5,4
ASV2956,2,3,6
ASV2958,10,3,6
ASV2960,10,3,6
ASV2961,10,3,6
ASV2963,10,3,6
ASV2965,10,3,6
ASV2968,10,3,6
ASV2969,10,3,6
ASV2970,10,3,6
ASV2972,10,3,6
ASV2973,10,3,6
ASV2974,10,3,6
ASV2977,10,3,6
ASV2979,10,3,6
ASV2980,10,3,6
ASV2981,10,3,6
ASV2982,10,3,6
ASV2985,10,3,6
ASV29857,10,3,6
ASV2991,10,3,6
ASV2992,10,3,6
ASV2993,10,3,6
ASV2994,10,3,6
ASV2996,10,3,6
ASV2997,10,3,6
ASV2998,10,3,6
ASV2999,10,3,6
ASV3001,12,5,4
ASV3003,10,3,6
ASV3006,10,3,6
ASV3007,10,3,6
ASV3008,10,3,6
ASV3009,10,3,6
ASV3010,10,3,6
ASV3014,10,3,6
ASV3017,10,3,6
ASV3018,10,3,6
ASV3019,10,3,6
ASV3020,10,3,6
ASV3021,10,3,6
ASV3022,12,5,4
ASV3023,10,3,6
ASV3024,10,3,6
ASV3025,10,3,6
ASV30254,10,3,6
ASV3027,10,3,6
ASV3028,10,3,6
ASV3029,10,3,6
ASV3031,10,3,6
ASV3033,10,3,6
ASV3034,10,3,6
ASV3036,10,3,6
ASV3037,10,3,6
ASV3040,12,5,4
ASV3041,10,3,6
ASV3042,10,3,6
ASV3044,10,3,6
ASV3045,10,3,6
ASV3048,10,3,6
ASV3049,10,3,6
ASV3050,10,3,6
ASV3053,10,3,6
ASV3054,10,3,6
ASV3055,10,3,6
ASV3056,10,3,6
ASV3057,10,3,6
ASV3060,10,3,6
ASV3062,10,3,6
ASV3065,10,3,6
ASV3066,10,3,6
ASV3069,10,3,6
ASV3070,10,3,6
ASV3072,12,5,4
ASV3075,10,3,6
ASV3076,10,3,6
ASV3077,10,3,6
ASV3078,10,3,6
ASV30780,10,3,6
ASV3079,10,3,6
ASV3081,10,3,6
ASV3082,10,3,6
ASV3084,10,3,6
ASV3085,10,3,6
ASV3087,10,3,6
ASV3089,10,3,6
ASV3090,10,3,6
ASV3091,10,3,6
ASV3093,10,3,6
ASV3094,10,3,6
ASV3095,10,3,6
ASV3097,10,3,6
ASV3099,10,3,6
ASV3100,10,3,6
ASV3101,10,3,6
ASV3104,10,3,6
ASV3105,10,3,6
ASV3106,10,3,6
ASV3107,10,3,6
ASV3108,10,3,6
ASV3109,10,3,6
ASV3110,10,3,6
ASV3111,10,3,6
ASV3113,10,3,6
ASV3114,10,3,6
ASV3116,10,3,6
ASV3117,10,3,6
ASV3118,10,3,6
ASV3119,10,3,6
ASV3120,12,5,4
ASV3123,10,3,6
ASV3124,10,3,6
ASV3125,10,3,6
ASV3126,10,3,6
ASV3129,10,3,6
ASV3130,10,3,6
ASV3132,10,3,6
ASV3134,10,3,6
ASV3137,10,3,6
ASV3138,10,3,6
ASV3140,10,3,6
ASV3141,10,3,6
ASV3142,10,3,6
ASV3143,10,3,6
ASV3144,10,3,6
ASV3146,10,3,6
ASV3147,10,3,6
ASV3148,10,3,6
ASV3150,10,3,6
ASV3151,15,3,6
ASV3152,10,3,6
ASV3153,10,3,6
ASV3154,10,3,6
ASV3155,10,3,6
ASV3159,10,3,6
ASV3160,2,3,6
ASV3161,10,3,6
ASV3163,10,3,6
ASV3164,10,3,6
ASV3167,10,3,6
ASV3168,10,3,6
ASV3170,10,3,6
ASV3171,10,3,6
ASV3172,10,3,6
ASV3174,10,3,6
ASV3175,10,3,6
ASV3176,10,3,6
ASV3177,10,3,6
ASV3180,10,3,6
ASV3183,10,3,6
ASV3184,10,3,6
ASV3186,10,3,6
ASV3187,10,3,6
ASV3189,10,3,6
ASV3192,10,3,6
ASV3194,10,3,6
ASV3195,10,3,6
ASV3196,10,3,6
ASV3199,10,3,6
ASV3201,2,3,6
ASV3202,10,3,6
ASV3206,10,3,6
ASV3207,10,3,6
ASV3208,10,3,6
ASV3209,10,3,6
ASV3210,10,3,6
ASV3211,10,3,6
ASV3213,10,3,6
ASV3214,10,3,6
ASV3215,10,3,6
ASV3217,10,3,6
ASV3219,10,3,6
ASV3220,10,3,6
ASV3222,10,3,6
ASV3223,10,3,6
ASV3224,10,3,6
ASV3226,10,3,6
ASV3227,15,3,6
ASV3229,10,3,6
ASV3230,10,3,6
ASV3231,10,3,6
ASV3233,10,3,6
ASV3234,10,3,6
ASV3235,10,3,6
ASV3236,15,3,6
ASV3238,10,3,6
ASV3239,10,3,6
ASV3240,10,3,6
ASV3241,12,5,4
ASV3245,10,3,6
ASV3247,10,3,6
ASV3249,10,3,6
ASV3250,10,3,6
ASV3251,10,3,6
ASV3252,10,3,6
ASV3254,10,3,6
ASV3255,10,3,6
ASV3257,10,3,6
ASV3259,10,3,6
ASV3260,10,3,6
ASV3261,10,3,6
ASV3262,12,5,4
ASV3263,10,3,6
ASV3264,10,3,6
ASV3265,10,3,6
ASV3268,10,3,6
ASV3270,10,3,6
ASV3271,10,3,6
ASV3273,10,3,6
ASV3274,10,3,6
ASV3279,10,3,6
ASV3280,10,3,6
ASV3281,10,3,6
ASV3283,10,3,6
ASV3284,10,3,6
ASV3285,10,3,6
ASV3286,10,3,6
ASV3287,10,3,6
ASV3288,10,3,6
ASV3290,10,3,6
ASV3291,10,3,6
ASV3293,10,3,6
ASV3294,10,3,6
ASV3296,10,3,6
ASV3297,10,3,6
ASV3298,12,5,4
ASV3302,10,3,6
ASV3303,12,5,4
ASV3304,10,3,6
ASV3305,10,3,6
ASV3306,15,3,6
ASV3307,10,3,6
ASV3309,10,3,6
ASV3310,10,3,6
ASV3311,15,3,6
ASV3312,10,3,6
ASV3313,10,3,6
ASV3314,10,3,6
ASV3315,10,3,6
ASV3316,10,3,6
ASV3317,10,3,6
ASV3320,10,3,6
ASV3321,10,3,6
ASV3322,10,3,6
ASV3323,10,3,6
ASV3324,12,5,4
ASV3326,10,3,6
ASV3327,10,3,6
ASV3329,10,3,6
ASV3330,10,3,6
ASV3331,10,3,6
ASV3334,10,3,6
ASV3336,12,5,4
ASV3337,10,3,6
ASV3338,10,3,6
ASV3342,10,3,6
ASV3344,10,3,6
ASV3345,10,3,6
ASV3346,10,3,6
ASV3347,10,3,6
ASV3348,10,3,6
ASV3349,10,3,6
ASV3351,10,3,6
ASV3352,10,3,6
ASV3353,10,3,6
ASV3354,10,3,6
ASV3355,10,3,6
ASV3358,10,3,6
ASV3360,10,3,6
ASV3361,15,3,6
ASV3362,10,3,6
ASV3363,10,3,6
ASV3364,10,3,6
ASV3366,10,3,6
ASV3367,10,3,6
ASV3368,10,3,6
ASV3370,10,3,6
ASV3372,10,3,6
ASV3373,10,3,6
ASV3375,10,3,6
ASV3376,10,3,6
ASV3377,10,3,6
ASV3378,10,3,6
ASV3379,10,3,6
ASV3380,10,3,6
ASV3382,10,3,6
ASV3383,10,3,6
ASV3384,10,3,6
ASV3387,10,3,6
ASV3388,10,3,6
ASV3389,10,3,6
ASV3390,10,3,6
ASV3393,10,3,6
ASV3395,10,3,6
ASV3396,10,3,6
ASV3397,10,3,6
ASV3398,10,3,6
ASV3400,10,3,6
ASV3401,10,3,6
ASV3406,10,3,6
ASV3408,10,3,6
ASV3410,10,3,6
ASV3411,10,3,6
ASV3412,10,3,6
ASV3416,10,3,6
ASV3418,10,3,6
ASV3420,10,3,6
ASV3421,10,3,6
ASV3422,10,3,6
ASV3423,10,3,6
ASV3425,10,3,6
ASV3426,10,3,6
ASV3429,10,3,6
ASV3430,10,3,6
ASV3431,10,3,6
ASV3432,10,3,6
ASV3433,10,3,6
ASV3435,10,3,6
ASV3436,10,3,6
ASV3437,10,3,6
ASV3438,10,3,6
ASV3439,10,3,6
ASV3441,10,3,6
ASV3443,10,3,6
ASV3444,10,3,6
ASV3445,10,3,6
ASV3447,10,3,6
ASV3448,10,3,6
ASV3449,10,3,6
ASV3451,10,3,6
ASV3452,10,3,6
ASV3454,10,3,6
ASV3455,10,3,6
ASV3456,10,3,6
ASV3457,10,3,6
ASV3458,10,3,6
ASV3463,10,3,6
ASV3464,10,3,6
ASV3465,10,3,6
ASV3466,2,3,6
ASV3467,10,3,6
ASV3468,10,3,6
ASV3469,10,3,6
ASV3470,10,3,6
ASV3471,10,3,6
ASV3472,10,3,6
ASV3474,10,3,6
ASV3478,10,3,6
ASV3479,10,3,6
ASV3480,12,5,4
ASV3481,10,3,6
ASV3482,10,3,6
ASV3483,10,3,6
ASV3484,10,3,6
ASV3487,10,3,6
ASV3488,10,3,6
ASV3492,10,3,6
ASV3494,10,3,6
ASV3495,10,3,6
ASV3496,10,3,6
ASV3497,10,3,6
ASV3498,10,3,6
ASV3499,10,3,6
ASV3502,10,3,6
ASV3503,10,3,6
ASV3505,10,3,6
ASV3507,10,3,6
ASV3508,10,3,6
ASV3509,10,3,6
ASV3510,10,3,6
ASV3511,12,5,4
ASV3512,10,3,6
ASV3514,10,3,6
ASV3516,10,3,6
ASV3517,10,3,6
ASV3518,10,3,6
ASV3519,10,3,6
ASV3520,10,3,6
ASV3521,10,3,6
ASV3522,10,3,6
ASV3523,10,3,6
ASV3524,10,3,6
ASV3525,10,3,6
ASV3529,10,3,6
ASV3532,10,3,6
ASV3533,10,3,6
ASV3534,10,3,6
ASV3536,15,3,6
ASV3541,12,5,4
ASV3542,10,3,6
ASV3543,10,3,6
ASV3544,10,3,6
ASV3545,10,3,6
ASV3548,10,3,6
ASV3549,10,3,6
ASV3550,10,3,6
ASV3551,10,3,6
ASV3553,10,3,6
ASV3555,10,3,6
ASV3556,10,3,6
ASV3558,10,3,6
ASV3562,10,3,6
ASV3563,10,3,6
ASV3570,10,3,6
ASV3571,10,3,6
ASV3574,10,3,6
ASV3575,10,3,6
ASV3576,10,3,6
ASV3577,10,3,6
ASV3579,10,3,6
ASV3580,10,3,6
ASV3581,10,3,6
ASV3582,10,3,6
ASV3583,10,3,6
ASV3584,10,3,6
ASV3589,10,3,6
ASV3590,10,3,6
ASV3592,12,3,4
ASV3593,10,3,6
ASV3595,10,3,6
ASV3596,10,3,6
ASV3597,10,3,6
ASV3599,10,3,6
ASV3600,2,3,6
ASV3601,10,3,6
ASV3602,10,3,6
ASV3606,10,3,6
ASV3607,10,3,6
ASV3608,10,3,6
ASV3609,10,3,6
ASV3611,10,3,6
ASV3613,10,3,6
ASV3614,10,3,6
ASV3615,10,3,6
ASV3616,10,3,6
ASV3619,10,3,6
ASV3620,10,3,6
ASV3621,10,3,6
ASV3622,10,3,6
ASV3623,10,3,6
ASV3624,10,3,6
ASV3625,10,3,6
ASV3626,12,5,4
ASV3627,10,3,6
ASV3629,12,5,4
ASV3633,10,3,6
ASV3634,10,3,6
ASV3640,10,3,6
ASV3641,10,3,6
ASV3642,10,3,6
ASV3643,10,3,6
ASV3644,10,3,6
ASV3645,10,3,6
ASV3651,15,3,6
