"","Sample","Species","Region","Reef","Lat","Lon","Collection.date"
"313","SMAQ-R1-25","Stylophora pistillata ","MAQ","R1",28.52616667,34.80397222,"Sep-11"
"314","SMAQ-R1-28","Stylophora pistillata ","MAQ","R1",28.52616667,34.80397222,"Sep-11"
"315","SMAQ-R1-29","Stylophora pistillata ","MAQ","R1",28.52616667,34.80397222,"Sep-11"
"316","SMAQ-R2-16","Stylophora pistillata ","MAQ","R2",28.4268,34.75171389,"Mar-12"
"317","SMAQ-R2-33","Stylophora pistillata ","MAQ","R2",28.4268,34.75171389,"Mar-12"
"318","SMAQ-R2-3","Stylophora pistillata ","MAQ","R2",28.4268,34.75171389,"Mar-12"
"319","SMAQ-R2-6","Stylophora pistillata ","MAQ","R2",28.4268,34.75171389,"Mar-12"
"320","SMAQ-R2-7","Stylophora pistillata ","MAQ","R2",28.4268,34.75171389,"Mar-12"
"321","SMAQ-R2-8","Stylophora pistillata ","MAQ","R2",28.4268,34.75171389,"Mar-12"
"322","SMAQ-R2-9","Stylophora pistillata ","MAQ","R2",28.4268,34.75171389,"Mar-12"
"323","SMAQ-R2-10","Stylophora pistillata ","MAQ","R2",28.4268,34.75171389,"Mar-12"
"324","SMAQ-R2-11","Stylophora pistillata ","MAQ","R2",28.4268,34.75171389,"Mar-12"
"325","SMAQ-R2-13","Stylophora pistillata ","MAQ","R2",28.4268,34.75171389,"Mar-12"
"326","SMAQ-R2-14","Stylophora pistillata ","MAQ","R2",28.4268,34.75171389,"Mar-12"
"327","SMAQ-R2-17","Stylophora pistillata ","MAQ","R2",28.4268,34.75171389,"Mar-12"
"328","SMAQ-R2-18","Stylophora pistillata ","MAQ","R2",28.4268,34.75171389,"Mar-12"
"329","SMAQ-R2-20","Stylophora pistillata ","MAQ","R2",28.4268,34.75171389,"Mar-12"
"330","SMAQ-R2-37","Stylophora pistillata ","MAQ","R2",28.4268,34.75171389,"Mar-12"
"331","SMAQ-R2-22","Stylophora pistillata ","MAQ","R2",28.4268,34.75171389,"Mar-12"
"332","SMAQ-R2-40","Stylophora pistillata ","MAQ","R2",28.4268,34.75171389,"Mar-12"
"333","SMAQ-R2-27","Stylophora pistillata ","MAQ","R2",28.4268,34.75171389,"Mar-12"
"334","SMAQ-R2-28","Stylophora pistillata ","MAQ","R2",28.4268,34.75171389,"Mar-12"
"335","SMAQ-R2-29","Stylophora pistillata ","MAQ","R2",28.4268,34.75171389,"Mar-12"
"336","SMAQ-R2-30","Stylophora pistillata ","MAQ","R2",28.4268,34.75171389,"Mar-12"
"337","SMAQ-R2-31","Stylophora pistillata ","MAQ","R2",28.4268,34.75171389,"Mar-12"
"338","SWAJ-R1-23","Stylophora pistillata ","WAJ","R1",26.18751389,36.3492,"Sep-11"
"339","SWAJ-R1-25","Stylophora pistillata ","WAJ","R1",26.18751389,36.3492,"Sep-11"
"340","SWAJ-R1-26","Stylophora pistillata ","WAJ","R1",26.18751389,36.3492,"Sep-11"
"341","SWAJ-R1-27","Stylophora pistillata ","WAJ","R1",26.18751389,36.3492,"Sep-11"
"342","SWAJ-R1-29","Stylophora pistillata ","WAJ","R1",26.18751389,36.3492,"Sep-11"
"343","SWAJ-R1-30","Stylophora pistillata ","WAJ","R1",26.18751389,36.3492,"Sep-11"
"344","SWAJ-R1-33","Stylophora pistillata ","WAJ","R1",26.18751389,36.3492,"Sep-11"
"345","SWAJ-R1-34","Stylophora pistillata ","WAJ","R1",26.18751389,36.3492,"Sep-11"
"346","SWAJ-R1-38","Stylophora pistillata ","WAJ","R1",26.18751389,36.3492,"Sep-11"
"347","SWAJ-R1-42","Stylophora pistillata ","WAJ","R1",26.18751389,36.3492,"Sep-11"
"348","SWAJ-R1-45","Stylophora pistillata ","WAJ","R1",26.18751389,36.3492,"Sep-11"
"349","SWAJ-R3-1","Stylophora pistillata ","WAJ","R3",26.24119444,36.44036111,"Mar-12"
"350","SWAJ-R3-2","Stylophora pistillata ","WAJ","R3",26.24119444,36.44036111,"Mar-12"
"351","SWAJ-R3-3","Stylophora pistillata ","WAJ","R3",26.24119444,36.44036111,"Mar-12"
"352","SWAJ-R3-4","Stylophora pistillata ","WAJ","R3",26.24119444,36.44036111,"Mar-12"
"353","SWAJ-R3-5","Stylophora pistillata ","WAJ","R3",26.24119444,36.44036111,"Mar-12"
"354","SWAJ-R3-6","Stylophora pistillata ","WAJ","R3",26.24119444,36.44036111,"Mar-12"
"355","SWAJ-R3-7","Stylophora pistillata ","WAJ","R3",26.24119444,36.44036111,"Mar-12"
"356","SWAJ-R3-8","Stylophora pistillata ","WAJ","R3",26.24119444,36.44036111,"Mar-12"
"357","SWAJ-R3-9","Stylophora pistillata ","WAJ","R3",26.24119444,36.44036111,"Mar-12"
"358","SWAJ-R3-10","Stylophora pistillata ","WAJ","R3",26.24119444,36.44036111,"Mar-12"
"359","SWAJ-R3-11","Stylophora pistillata ","WAJ","R3",26.24119444,36.44036111,"Mar-12"
"360","SWAJ-R3-12","Stylophora pistillata ","WAJ","R3",26.24119444,36.44036111,"Mar-12"
"361","SWAJ-R3-13","Stylophora pistillata ","WAJ","R3",26.24119444,36.44036111,"Mar-12"
"362","SWAJ-R3-14","Stylophora pistillata ","WAJ","R3",26.24119444,36.44036111,"Mar-12"
"363","SWAJ-R3-15","Stylophora pistillata ","WAJ","R3",26.24119444,36.44036111,"Mar-12"
"364","SWAJ-R3-16","Stylophora pistillata ","WAJ","R3",26.24119444,36.44036111,"Mar-12"
"365","SWAJ-R3-17","Stylophora pistillata ","WAJ","R3",26.24119444,36.44036111,"Mar-12"
"366","SWAJ-R3-18","Stylophora pistillata ","WAJ","R3",26.24119444,36.44036111,"Mar-12"
"367","SWAJ-R3-19","Stylophora pistillata ","WAJ","R3",26.24119444,36.44036111,"Mar-12"
"368","SWAJ-R3-21","Stylophora pistillata ","WAJ","R3",26.24119444,36.44036111,"Mar-12"
"369","SWAJ-R3-22","Stylophora pistillata ","WAJ","R3",26.24119444,36.44036111,"Mar-12"
"370","SWAJ-R3-23","Stylophora pistillata ","WAJ","R3",26.24119444,36.44036111,"Mar-12"
"371","SWAJ-R3-24","Stylophora pistillata ","WAJ","R3",26.24119444,36.44036111,"Mar-12"
"372","SWAJ-R4-1","Stylophora pistillata ","WAJ","R4",26.18505556,36.38302778,"Mar-12"
"373","SWAJ-R4-2","Stylophora pistillata ","WAJ","R4",26.18505556,36.38302778,"Mar-12"
"374","SWAJ-R4-3","Stylophora pistillata ","WAJ","R4",26.18505556,36.38302778,"Mar-12"
"375","SWAJ-R4-4","Stylophora pistillata ","WAJ","R4",26.18505556,36.38302778,"Mar-12"
"376","SWAJ-R4-5","Stylophora pistillata ","WAJ","R4",26.18505556,36.38302778,"Mar-12"
"377","SWAJ-R4-6","Stylophora pistillata ","WAJ","R4",26.18505556,36.38302778,"Mar-12"
"378","SWAJ-R4-7","Stylophora pistillata ","WAJ","R4",26.18505556,36.38302778,"Mar-12"
"379","SWAJ-R4-8","Stylophora pistillata ","WAJ","R4",26.18505556,36.38302778,"Mar-12"
"380","SWAJ-R4-9","Stylophora pistillata ","WAJ","R4",26.18505556,36.38302778,"Mar-12"
"381","SWAJ-R4-10","Stylophora pistillata ","WAJ","R4",26.18505556,36.38302778,"Mar-12"
"382","SWAJ-R4-11","Stylophora pistillata ","WAJ","R4",26.18505556,36.38302778,"Mar-12"
"383","SWAJ-R4-13","Stylophora pistillata ","WAJ","R4",26.18505556,36.38302778,"Mar-12"
"384","SWAJ-R4-14","Stylophora pistillata ","WAJ","R4",26.18505556,36.38302778,"Mar-12"
"385","SWAJ-R4-15","Stylophora pistillata ","WAJ","R4",26.18505556,36.38302778,"Mar-12"
"386","SWAJ-R4-17","Stylophora pistillata ","WAJ","R4",26.18505556,36.38302778,"Mar-12"
"387","SWAJ-R4-18","Stylophora pistillata ","WAJ","R4",26.18505556,36.38302778,"Mar-12"
"388","SWAJ-R4-19","Stylophora pistillata ","WAJ","R4",26.18505556,36.38302778,"Mar-12"
"389","SWAJ-R4-20","Stylophora pistillata ","WAJ","R4",26.18505556,36.38302778,"Mar-12"
"390","SWAJ-R4-21","Stylophora pistillata ","WAJ","R4",26.18505556,36.38302778,"Mar-12"
"391","SWAJ-R4-23","Stylophora pistillata ","WAJ","R4",26.18505556,36.38302778,"Mar-12"
"392","SWAJ-R4-24","Stylophora pistillata ","WAJ","R4",26.18505556,36.38302778,"Mar-12"
"393","SWAJ-R4-25","Stylophora pistillata ","WAJ","R4",26.18505556,36.38302778,"Mar-12"
"394","SWAJ-R4-26","Stylophora pistillata ","WAJ","R4",26.18505556,36.38302778,"Mar-12"
"395","SWAJ-R4-27","Stylophora pistillata ","WAJ","R4",26.18505556,36.38302778,"Mar-12"
"396","SWAJ-R4-30","Stylophora pistillata ","WAJ","R4",26.18505556,36.38302778,"Mar-12"
"397","SYAN-R1-1","Stylophora pistillata ","YAN","R1",23.94741667,38.1755,"Sep-11"
"398","SYAN-R1-2","Stylophora pistillata ","YAN","R1",23.94741667,38.1755,"Sep-11"
"399","SYAN-R1-3","Stylophora pistillata ","YAN","R1",23.94741667,38.1755,"Sep-11"
"400","SYAN-R1-5","Stylophora pistillata ","YAN","R1",23.94741667,38.1755,"Sep-11"
"401","SYAN-R1-6","Stylophora pistillata ","YAN","R1",23.94741667,38.1755,"Sep-11"
"402","SYAN-R1-7","Stylophora pistillata ","YAN","R1",23.94741667,38.1755,"Sep-11"
"403","SYAN-R1-29","Stylophora pistillata ","YAN","R1",23.94741667,38.1755,"Sep-11"
"404","SYAN-R1-9","Stylophora pistillata ","YAN","R1",23.94741667,38.1755,"Sep-11"
"405","SYAN-R1-10","Stylophora pistillata ","YAN","R1",23.94741667,38.1755,"Sep-11"
"406","SYAN-R1-11","Stylophora pistillata ","YAN","R1",23.94741667,38.1755,"Sep-11"
"407","SYAN-R1-12","Stylophora pistillata ","YAN","R1",23.94741667,38.1755,"Sep-11"
"408","SYAN-R1-13","Stylophora pistillata ","YAN","R1",23.94741667,38.1755,"Sep-11"
"409","SYAN-R1-14","Stylophora pistillata ","YAN","R1",23.94741667,38.1755,"Sep-11"
"410","SYAN-R1-15","Stylophora pistillata ","YAN","R1",23.94741667,38.1755,"Sep-11"
"411","SYAN-R1-16","Stylophora pistillata ","YAN","R1",23.94741667,38.1755,"Sep-11"
"412","SYAN-R1-30","Stylophora pistillata ","YAN","R1",23.94741667,38.1755,"Sep-11"
"413","SYAN-R1-18","Stylophora pistillata ","YAN","R1",23.94741667,38.1755,"Sep-11"
"414","SYAN-R1-19","Stylophora pistillata ","YAN","R1",23.94741667,38.1755,"Sep-11"
"415","SYAN-R1-20","Stylophora pistillata ","YAN","R1",23.94741667,38.1755,"Sep-11"
"416","SYAN-R3-1","Stylophora pistillata ","YAN","R3",23.95533333,38.20444444,"Mar-12"
"417","SYAN-R3-2","Stylophora pistillata ","YAN","R3",23.95533333,38.20444444,"Mar-12"
"418","SYAN-R3-3","Stylophora pistillata ","YAN","R3",23.95533333,38.20444444,"Mar-12"
"419","SYAN-R3-4","Stylophora pistillata ","YAN","R3",23.95533333,38.20444444,"Mar-12"
"420","SYAN-R3-6","Stylophora pistillata ","YAN","R3",23.95533333,38.20444444,"Mar-12"
"421","SYAN-R3-7","Stylophora pistillata ","YAN","R3",23.95533333,38.20444444,"Mar-12"
"422","SYAN-R3-8","Stylophora pistillata ","YAN","R3",23.95533333,38.20444444,"Mar-12"
"423","SYAN-R3-9","Stylophora pistillata ","YAN","R3",23.95533333,38.20444444,"Mar-12"
"424","SYAN-R3-10","Stylophora pistillata ","YAN","R3",23.95533333,38.20444444,"Mar-12"
"425","SYAN-R3-11","Stylophora pistillata ","YAN","R3",23.95533333,38.20444444,"Mar-12"
"426","SYAN-R3-12","Stylophora pistillata ","YAN","R3",23.95533333,38.20444444,"Mar-12"
"427","SYAN-R3-13","Stylophora pistillata ","YAN","R3",23.95533333,38.20444444,"Mar-12"
"428","SYAN-R3-14","Stylophora pistillata ","YAN","R3",23.95533333,38.20444444,"Mar-12"
"429","SYAN-R3-15","Stylophora pistillata ","YAN","R3",23.95533333,38.20444444,"Mar-12"
"430","SYAN-R3-16","Stylophora pistillata ","YAN","R3",23.95533333,38.20444444,"Mar-12"
"431","SYAN-R3-17","Stylophora pistillata ","YAN","R3",23.95533333,38.20444444,"Mar-12"
"432","SYAN-R3-18","Stylophora pistillata ","YAN","R3",23.95533333,38.20444444,"Mar-12"
"433","SYAN-R3-19","Stylophora pistillata ","YAN","R3",23.95533333,38.20444444,"Mar-12"
"434","SYAN-R3-20","Stylophora pistillata ","YAN","R3",23.95533333,38.20444444,"Mar-12"
"435","SYAN-R3-21","Stylophora pistillata ","YAN","R3",23.95533333,38.20444444,"Mar-12"
"436","SYAN-R3-22","Stylophora pistillata ","YAN","R3",23.95533333,38.20444444,"Mar-12"
"437","SYAN-R3-23","Stylophora pistillata ","YAN","R3",23.95533333,38.20444444,"Mar-12"
"438","SYAN-R3-24","Stylophora pistillata ","YAN","R3",23.95533333,38.20444444,"Mar-12"
"439","SYAN-R3-25","Stylophora pistillata ","YAN","R3",23.95533333,38.20444444,"Mar-12"
"440","SYAN-R3-26","Stylophora pistillata ","YAN","R3",23.95533333,38.20444444,"Mar-12"
"441","SYAN-R4-1","Stylophora pistillata ","YAN","R4",23.9115,38.15233333,"Mar-12"
"442","SYAN-R4-2","Stylophora pistillata ","YAN","R4",23.9115,38.15233333,"Mar-12"
"443","SYAN-R4-3","Stylophora pistillata ","YAN","R4",23.9115,38.15233333,"Mar-12"
"444","SYAN-R4-4","Stylophora pistillata ","YAN","R4",23.9115,38.15233333,"Mar-12"
"445","SYAN-R4-5","Stylophora pistillata ","YAN","R4",23.9115,38.15233333,"Mar-12"
"446","SYAN-R4-6","Stylophora pistillata ","YAN","R4",23.9115,38.15233333,"Mar-12"
"447","SYAN-R4-7","Stylophora pistillata ","YAN","R4",23.9115,38.15233333,"Mar-12"
"448","SYAN-R4-8","Stylophora pistillata ","YAN","R4",23.9115,38.15233333,"Mar-12"
"449","SYAN-R4-9","Stylophora pistillata ","YAN","R4",23.9115,38.15233333,"Mar-12"
"450","SYAN-R4-10","Stylophora pistillata ","YAN","R4",23.9115,38.15233333,"Mar-12"
"451","SYAN-R4-11","Stylophora pistillata ","YAN","R4",23.9115,38.15233333,"Mar-12"
"452","SYAN-R4-12","Stylophora pistillata ","YAN","R4",23.9115,38.15233333,"Mar-12"
"453","SYAN-R4-13","Stylophora pistillata ","YAN","R4",23.9115,38.15233333,"Mar-12"
"454","SYAN-R4-14","Stylophora pistillata ","YAN","R4",23.9115,38.15233333,"Mar-12"
"455","SYAN-R4-15","Stylophora pistillata ","YAN","R4",23.9115,38.15233333,"Mar-12"
"456","SYAN-R4-16","Stylophora pistillata ","YAN","R4",23.9115,38.15233333,"Mar-12"
"457","SYAN-R4-17","Stylophora pistillata ","YAN","R4",23.9115,38.15233333,"Mar-12"
"458","SYAN-R4-18","Stylophora pistillata ","YAN","R4",23.9115,38.15233333,"Mar-12"
"459","SYAN-R4-19","Stylophora pistillata ","YAN","R4",23.9115,38.15233333,"Mar-12"
"460","SYAN-R4-20","Stylophora pistillata ","YAN","R4",23.9115,38.15233333,"Mar-12"
"461","SYAN-R4-21","Stylophora pistillata ","YAN","R4",23.9115,38.15233333,"Mar-12"
"462","SYAN-R4-22","Stylophora pistillata ","YAN","R4",23.9115,38.15233333,"Mar-12"
"463","SYAN-R4-23","Stylophora pistillata ","YAN","R4",23.9115,38.15233333,"Mar-12"
"464","SYAN-R4-24","Stylophora pistillata ","YAN","R4",23.9115,38.15233333,"Mar-12"
"465","SYAN-R4-25","Stylophora pistillata ","YAN","R4",23.9115,38.15233333,"Mar-12"
"466","SKAU-R1-4","Stylophora pistillata ","KAU","R1",22.31916667,38.85444444,"Mar-12"
"467","SKAU-R1-6","Stylophora pistillata ","KAU","R1",22.31916667,38.85444444,"Mar-12"
"468","SKAU-R1-8","Stylophora pistillata ","KAU","R1",22.31916667,38.85444444,"Mar-12"
"469","SKAU-R1-16","Stylophora pistillata ","KAU","R1",22.31916667,38.85444444,"Mar-12"
"470","SKAU-R1-21","Stylophora pistillata ","KAU","R1",22.31916667,38.85444444,"Mar-12"
"471","SKAU-R1-23","Stylophora pistillata ","KAU","R1",22.31916667,38.85444444,"Mar-12"
"472","SKAU-R1-27","Stylophora pistillata ","KAU","R1",22.31916667,38.85444444,"Mar-12"
"473","SKAU-R1-28","Stylophora pistillata ","KAU","R1",22.31916667,38.85444444,"Mar-12"
"474","SKAU-R2-1","Stylophora pistillata ","KAU","R2",22.06722222,38.76916667,"Mar-12"
"475","SKAU-R2-2","Stylophora pistillata ","KAU","R2",22.06722222,38.76916667,"Mar-12"
"476","SKAU-R2-3","Stylophora pistillata ","KAU","R2",22.06722222,38.76916667,"Mar-12"
"477","SKAU-R2-4","Stylophora pistillata ","KAU","R2",22.06722222,38.76916667,"Mar-12"
"478","SKAU-R2-5","Stylophora pistillata ","KAU","R2",22.06722222,38.76916667,"Mar-12"
"479","SKAU-R2-7","Stylophora pistillata ","KAU","R2",22.06722222,38.76916667,"Mar-12"
"480","SKAU-R2-8","Stylophora pistillata ","KAU","R2",22.06722222,38.76916667,"Mar-12"
"481","SKAU-R2-10","Stylophora pistillata ","KAU","R2",22.06722222,38.76916667,"Mar-12"
"482","SKAU-R2-16","Stylophora pistillata ","KAU","R2",22.06722222,38.76916667,"Mar-12"
"483","SKAU-R2-19","Stylophora pistillata ","KAU","R2",22.06722222,38.76916667,"Mar-12"
"484","SKAU-R2-22","Stylophora pistillata ","KAU","R2",22.06722222,38.76916667,"Mar-12"
"485","SKAU-R2-23","Stylophora pistillata ","KAU","R2",22.06722222,38.76916667,"Mar-12"
"486","SKAU-R2-25","Stylophora pistillata ","KAU","R2",22.06722222,38.76916667,"Mar-12"
"487","SKAU-R2-26","Stylophora pistillata ","KAU","R2",22.06722222,38.76916667,"Mar-12"
"488","SKAU-R2-28","Stylophora pistillata ","KAU","R2",22.06722222,38.76916667,"Mar-12"
"489","SKAU-R2-31","Stylophora pistillata ","KAU","R2",22.06722222,38.76916667,"Mar-12"
"490","SKAU-R2-32","Stylophora pistillata ","KAU","R2",22.06722222,38.76916667,"Mar-12"
"491","SKAU-R2-33","Stylophora pistillata ","KAU","R2",22.06722222,38.76916667,"Mar-12"
"492","SKAU-R3-32","Stylophora pistillata ","KAU","R3",22.51333333,38.92138889,"Mar-12"
"493","SKAU-R3-33","Stylophora pistillata ","KAU","R3",22.51333333,38.92138889,"Mar-12"
"494","SKAU-R3-35","Stylophora pistillata ","KAU","R3",22.51333333,38.92138889,"Mar-12"
"495","SKAU-R3-36","Stylophora pistillata ","KAU","R3",22.51333333,38.92138889,"Mar-12"
"496","SKAU-R3-37","Stylophora pistillata ","KAU","R3",22.51333333,38.92138889,"Mar-12"
"497","SKAU-R3-39","Stylophora pistillata ","KAU","R3",22.51333333,38.92138889,"Mar-12"
"498","SKAU-R3-40","Stylophora pistillata ","KAU","R3",22.51333333,38.92138889,"Mar-12"
"499","SKAU-R3-41","Stylophora pistillata ","KAU","R3",22.51333333,38.92138889,"Mar-12"
"500","SKAU-R3-43","Stylophora pistillata ","KAU","R3",22.51333333,38.92138889,"Mar-12"
"501","SKAU-R3-44","Stylophora pistillata ","KAU","R3",22.51333333,38.92138889,"Mar-12"
"502","SKAU-R3-47","Stylophora pistillata ","KAU","R3",22.51333333,38.92138889,"Mar-12"
"503","SKAU-R3-48","Stylophora pistillata ","KAU","R3",22.51333333,38.92138889,"Mar-12"
"504","SKAU-R3-50","Stylophora pistillata ","KAU","R3",22.51333333,38.92138889,"Mar-12"
"505","SKAU-R3-51","Stylophora pistillata ","KAU","R3",22.51333333,38.92138889,"Mar-12"
"506","SKAU-R3-52","Stylophora pistillata ","KAU","R3",22.51333333,38.92138889,"Mar-12"
"507","SKAU-R3-54","Stylophora pistillata ","KAU","R3",22.51333333,38.92138889,"Mar-12"
"508","SKAU-R3-55","Stylophora pistillata ","KAU","R3",22.51333333,38.92138889,"Mar-12"
"509","SKAU-R3-56","Stylophora pistillata ","KAU","R3",22.51333333,38.92138889,"Mar-12"
"510","SKAU-R3-58","Stylophora pistillata ","KAU","R3",22.51333333,38.92138889,"Mar-12"
"511","SKAU-R3-59","Stylophora pistillata ","KAU","R3",22.51333333,38.92138889,"Mar-12"
"512","SDOG-R1-2","Stylophora pistillata ","DOG","R1",19.63511111,40.57536111,"Sep-11"
"513","SDOG-R1-7","Stylophora pistillata ","DOG","R1",19.63511111,40.57536111,"Sep-11"
"514","SDOG-R1-16","Stylophora pistillata ","DOG","R1",19.63511111,40.57536111,"Sep-11"
"515","SDOG-R1-18","Stylophora pistillata ","DOG","R1",19.63511111,40.57536111,"Sep-11"
"516","SDOG-R1-19","Stylophora pistillata ","DOG","R1",19.63511111,40.57536111,"Sep-11"
"517","SDOG-R1-20","Stylophora pistillata ","DOG","R1",19.63511111,40.57536111,"Sep-11"
"518","SDOG-R1-21","Stylophora pistillata ","DOG","R1",19.63511111,40.57536111,"Sep-11"
"519","SDOG-R1-22","Stylophora pistillata ","DOG","R1",19.63511111,40.57536111,"Sep-11"
"520","SDOG-R1-24","Stylophora pistillata ","DOG","R1",19.63511111,40.57536111,"Sep-11"
"521","SDOG-R1-25","Stylophora pistillata ","DOG","R1",19.63511111,40.57536111,"Sep-11"
"522","SDOG-R1-26","Stylophora pistillata ","DOG","R1",19.63511111,40.57536111,"Sep-11"
"523","SDOG-R1-28","Stylophora pistillata ","DOG","R1",19.63511111,40.57536111,"Sep-11"
"524","SDOG-R1-29","Stylophora pistillata ","DOG","R1",19.63511111,40.57536111,"Sep-11"
"525","SDOG-R1-30","Stylophora pistillata ","DOG","R1",19.63511111,40.57536111,"Sep-11"
"526","SDOG-R2-1","Stylophora pistillata ","DOG","R2",19.61402778,40.63819444,"Sep-11"
"527","SDOG-R2-3","Stylophora pistillata ","DOG","R2",19.61402778,40.63819444,"Sep-11"
"528","SDOG-R2-4","Stylophora pistillata ","DOG","R2",19.61402778,40.63819444,"Sep-11"
"529","SDOG-R2-5","Stylophora pistillata ","DOG","R2",19.61402778,40.63819444,"Sep-11"
"530","SDOG-R2-6","Stylophora pistillata ","DOG","R2",19.61402778,40.63819444,"Sep-11"
"531","SDOG-R2-8","Stylophora pistillata ","DOG","R2",19.61402778,40.63819444,"Sep-11"
"532","SDOG-R2-11","Stylophora pistillata ","DOG","R2",19.61402778,40.63819444,"Sep-11"
"533","SDOG-R2-13","Stylophora pistillata ","DOG","R2",19.61402778,40.63819444,"Sep-11"
"534","SDOG-R2-14","Stylophora pistillata ","DOG","R2",19.61402778,40.63819444,"Sep-11"
"535","SDOG-R2-15","Stylophora pistillata ","DOG","R2",19.61402778,40.63819444,"Sep-11"
"536","SDOG-R2-16","Stylophora pistillata ","DOG","R2",19.61402778,40.63819444,"Sep-11"
"537","SDOG-R2-17","Stylophora pistillata ","DOG","R2",19.61402778,40.63819444,"Sep-11"
"538","SDOG-R2-18","Stylophora pistillata ","DOG","R2",19.61402778,40.63819444,"Sep-11"
"539","SDOG-R2-19","Stylophora pistillata ","DOG","R2",19.61402778,40.63819444,"Sep-11"
"540","SDOG-R2-21","Stylophora pistillata ","DOG","R2",19.61402778,40.63819444,"Sep-11"
"541","SDOG-R2-22","Stylophora pistillata ","DOG","R2",19.61402778,40.63819444,"Sep-11"
"542","SDOG-R2-24","Stylophora pistillata ","DOG","R2",19.61402778,40.63819444,"Sep-11"
"543","SDOG-R2-26","Stylophora pistillata ","DOG","R2",19.61402778,40.63819444,"Sep-11"
"544","SDOG-R2-28","Stylophora pistillata ","DOG","R2",19.61402778,40.63819444,"Sep-11"
"545","SDOG-R2-29","Stylophora pistillata ","DOG","R2",19.61402778,40.63819444,"Sep-11"
"546","SDOG-R2-30","Stylophora pistillata ","DOG","R2",19.61402778,40.63819444,"Sep-11"
"547","SDOG-R3-2","Stylophora pistillata ","DOG","R3",19.66569167,40.62266389,"Mar-12"
"548","SDOG-R3-3","Stylophora pistillata ","DOG","R3",19.66569167,40.62266389,"Mar-12"
"549","SDOG-R3-4","Stylophora pistillata ","DOG","R3",19.66569167,40.62266389,"Mar-12"
"550","SDOG-R3-5","Stylophora pistillata ","DOG","R3",19.66569167,40.62266389,"Mar-12"
"551","SDOG-R3-6","Stylophora pistillata ","DOG","R3",19.66569167,40.62266389,"Mar-12"
"552","SDOG-R3-7","Stylophora pistillata ","DOG","R3",19.66569167,40.62266389,"Mar-12"
"553","SDOG-R3-8","Stylophora pistillata ","DOG","R3",19.66569167,40.62266389,"Mar-12"
"554","SDOG-R3-9","Stylophora pistillata ","DOG","R3",19.66569167,40.62266389,"Mar-12"
"555","SDOG-R3-10","Stylophora pistillata ","DOG","R3",19.66569167,40.62266389,"Mar-12"
"556","SDOG-R3-11","Stylophora pistillata ","DOG","R3",19.66569167,40.62266389,"Mar-12"
"557","SDOG-R3-12","Stylophora pistillata ","DOG","R3",19.66569167,40.62266389,"Mar-12"
"558","SDOG-R3-13","Stylophora pistillata ","DOG","R3",19.66569167,40.62266389,"Mar-12"
"559","SDOG-R3-14","Stylophora pistillata ","DOG","R3",19.66569167,40.62266389,"Mar-12"
"560","SDOG-R3-15","Stylophora pistillata ","DOG","R3",19.66569167,40.62266389,"Mar-12"
"561","SDOG-R3-16","Stylophora pistillata ","DOG","R3",19.66569167,40.62266389,"Mar-12"
"562","SDOG-R3-17","Stylophora pistillata ","DOG","R3",19.66569167,40.62266389,"Mar-12"
"563","SDOG-R3-18","Stylophora pistillata ","DOG","R3",19.66569167,40.62266389,"Mar-12"
"564","SDOG-R3-19","Stylophora pistillata ","DOG","R3",19.66569167,40.62266389,"Mar-12"
"565","SDOG-R3-20","Stylophora pistillata ","DOG","R3",19.66569167,40.62266389,"Mar-12"
"566","SDOG-R3-21","Stylophora pistillata ","DOG","R3",19.66569167,40.62266389,"Mar-12"
"567","SDOG-R3-23","Stylophora pistillata ","DOG","R3",19.66569167,40.62266389,"Mar-12"
"568","SDOG-R3-24","Stylophora pistillata ","DOG","R3",19.66569167,40.62266389,"Mar-12"
"569","SDOG-R3-25","Stylophora pistillata ","DOG","R3",19.66569167,40.62266389,"Mar-12"
"570","SDOG-R3-26","Stylophora pistillata ","DOG","R3",19.66569167,40.62266389,"Mar-12"
"571","SDOG-R3-28","Stylophora pistillata ","DOG","R3",19.66569167,40.62266389,"Mar-12"
"572","SFAR-R1-1","Stylophora pistillata ","FAR","R1",16.57930556,42.14930556,"Sep-11"
"573","SFAR-R1-2","Stylophora pistillata ","FAR","R1",16.57930556,42.14930556,"Sep-11"
"574","SFAR-R1-3","Stylophora pistillata ","FAR","R1",16.57930556,42.14930556,"Sep-11"
"575","SFAR-R1-4","Stylophora pistillata ","FAR","R1",16.57930556,42.14930556,"Sep-11"
"576","SFAR-R1-5","Stylophora pistillata ","FAR","R1",16.57930556,42.14930556,"Sep-11"
"577","SFAR-R1-6","Stylophora pistillata ","FAR","R1",16.57930556,42.14930556,"Sep-11"
"578","SFAR-R1-7","Stylophora pistillata ","FAR","R1",16.57930556,42.14930556,"Sep-11"
"579","SFAR-R1-8","Stylophora pistillata ","FAR","R1",16.57930556,42.14930556,"Sep-11"
"580","SFAR-R1-9","Stylophora pistillata ","FAR","R1",16.57930556,42.14930556,"Sep-11"
"581","SFAR-R1-10","Stylophora pistillata ","FAR","R1",16.57930556,42.14930556,"Sep-11"
"582","SFAR-R1-11","Stylophora pistillata ","FAR","R1",16.57930556,42.14930556,"Sep-11"
"583","SFAR-R1-28","Stylophora pistillata ","FAR","R1",16.57930556,42.14930556,"Sep-11"
"584","SFAR-R1-14","Stylophora pistillata ","FAR","R1",16.57930556,42.14930556,"Sep-11"
